Common Name,Systematic Name
MET5,YJR137C
IML1,YJR138W
HOM6,YJR139C
HIR3,YJR140C
YJR140W-A,YJR140W-A
YJR141W,YJR141W
YJR142W,YJR142W
PMT4,YJR143C
MGM101,YJR144W
RPS4a,YJR145C
YJR146W,YJR146W
HMS2,YJR147W
BAT2,YJR148W
YJR149W,YJR149W
DAN1,YJR150C
DAN4,YJR151C
YJR151W-A,YJR151W-A
DAL5,YJR152W
PGU1,YJR153W
YJR154W,YJR154W
AAD10,YJR155W
THI11,YJR156C
YJR157W,YJR157W
HXT16,YJR158W
SOR1,YJR159W
MPH3,YJR160C
COS5,YJR161C
YJR162C,YJR162C
MET14,YKL001C
DID4,YKL002W
MRP17,YKL003C
AUR1,YKL004W
BYE1,YKL005C
SFT1,YKL006C-A
RPL14a,YKL006W
CAP1,YKL007W
LAC1,YKL008C
MRT4,YKL009W
UFD4,YKL010C
CCE1,YKL011C
PRP40,YKL012W
ARC19,YKL013C
URB1,YKL014C
PUT3,YKL015W
ATP7,YKL016C
HCS1,YKL017C
YKL018C-A,YKL018C-A
SWD2,YKL018W
RAM2,YKL019W
SPT23,YKL020C
MAK11,YKL021C
CDC16,YKL022C
YKL023C-A,YKL023C-A
YKL023W,YKL023W
URA6,YKL024C
PAN3,YKL025C
GPX1,YKL026C
TCD2,YKL027W
TFA1,YKL028W
MAE1,YKL029C
YKL030W,YKL030W
YKL031W,YKL031W
IXR1,YKL032C
TTI1,YKL033W
YKL033W-A,YKL033W-A
TUL1,YKL034W
UGP1,YKL035W
YKL036C,YKL036C
AIM26,YKL037W
RGT1,YKL038W
PTM1,YKL039W
NFU1,YKL040C
VPS24,YKL041W
SPC42,YKL042W
PHD1,YKL043W
YKL044W,YKL044W
PRI2,YKL045W
DCW1,YKL046C
ANR2,YKL047W
ELM1,YKL048C
CSE4,YKL049C
YKL050C,YKL050C
SFK1,YKL051W
ASK1,YKL052C
MDM35,YKL053C-A
YKL053W,YKL053W
DEF1,YKL054C
OAR1,YKL055C
TMA19,YKL056C
NUP120,YKL057C
TOA2,YKL058W
MPE1,YKL059C
FBA1,YKL060C
BLI1,YKL061W
MSN4,YKL062W
YKL063C,YKL063C
MNR2,YKL064W
YET1,YKL065C
YKL065W-A,YKL065W-A
YKL066W,YKL066W
YNK1,YKL067W
NUP100,YKL068W
YKL068W-A,YKL068W-A
YKL069W,YKL069W
YKL070W,YKL070W
YKL071W,YKL071W
STB6,YKL072W
LHS1,YKL073W
MUD2,YKL074C
YKL075C,YKL075C
YKL076C,YKL076C
YKL077W,YKL077W
DHR2,YKL078W
SMY1,YKL079W
VMA5,YKL080W
TEF4,YKL081W
RRP14,YKL082C
YKL083W,YKL083W
HOT13,YKL084W
MDH1,YKL085W
SRX1,YKL086W
CYT2,YKL087C
CAB3,YKL088W
MIF2,YKL089W
CUE2,YKL090W
YKL091C,YKL091C
BUD2,YKL092C
MBR1,YKL093W
YJU3,YKL094W
YJU2,YKL095W
YKL096C-B,YKL096C-B
CWP1,YKL096W
CWP2,YKL096W-A
YKL097C,YKL097C
MTC2,YKL098W
UTP11,YKL099C
YKL100C,YKL100C
YKL100W-A,YKL100W-A
HSL1,YKL101W
YKL102C,YKL102C
APE1,YKL103C
GFA1,YKL104C
SEG2,YKL105C
YKL106C-A,YKL106C-A
AAT1,YKL106W
YKL107W,YKL107W
SLD2,YKL108W
HAP4,YKL109W
KTI12,YKL110C
YKL111C,YKL111C
ABF1,YKL112W
RAD27,YKL113C
APN1,YKL114C
YKL115C,YKL115C
PRR1,YKL116C
SBA1,YKL117W
YKL118W,YKL118W
VPH2,YKL119C
OAC1,YKL120W
DGR2,YKL121W
SRP21,YKL122C
YKL123W,YKL123W
SSH4,YKL124W
RRN3,YKL125W
YPK1,YKL126W
PGM1,YKL127W
PMU1,YKL128C
MYO3,YKL129C
SHE2,YKL130C
YKL131W,YKL131W
RMA1,YKL132C
YKL133C,YKL133C
OCT1,YKL134C
APL2,YKL135C
YKL136W,YKL136W
CMC1,YKL137W
MRPL31,YKL138C
HSK3,YKL138C-A
CTK1,YKL139W
TGL1,YKL140W
SDH3,YKL141W
MRP8,YKL142W
LTV1,YKL143W
RPC25,YKL144C
RPT1,YKL145W
YKL145W-A,YKL145W-A
AVT3,YKL146W
YKL147C,YKL147C
SDH1,YKL148C
DBR1,YKL149C
MCR1,YKL150W
YKL151C,YKL151C
GPM1,YKL152C
YKL153W,YKL153W
SRP102,YKL154W
RSM22,YKL155C
YKL156C-A,YKL156C-A
RPS27a,YKL156W
APE2,YKL157W
RCN1,YKL159C
ELF1,YKL160W
KDX1,YKL161C
YKL162C,YKL162C
YKL162C-A,YKL162C-A
PIR3,YKL163W
PIR1,YKL164C
MCD4,YKL165C
YKL165C-A,YKL165C-A
TPK3,YKL166C
MRP49,YKL167C
KKQ8,YKL168C
YKL169C,YKL169C
MRPL38,YKL170W
NNK1,YKL171W
EBP2,YKL172W
SNU114,YKL173W
TPO5,YKL174C
ZRT3,YKL175W
LST4,YKL176C
YKL177W,YKL177W
STE3,YKL178C
COY1,YKL179C
RPL17a,YKL180W
PRS1,YKL181W
FAS1,YKL182W
YKL183C-A,YKL183C-A
LOT5,YKL183W
SPE1,YKL184W
ASH1,YKL185W
MTR2,YKL186C
FAT3,YKL187C
PXA2,YKL188C
HYM1,YKL189W
CNB1,YKL190W
DPH2,YKL191W
ACP1,YKL192C
SDS22,YKL193C
MST1,YKL194C
MIA40,YKL195W
YKT6,YKL196C
PEX1,YKL197C
PTK1,YKL198C
MNN4,YKL201C
YKL202W,YKL202W
TOR2,YKL203C
EAP1,YKL204W
LOS1,YKL205W
ADD66,YKL206C
EMC3,YKL207W
CBT1,YKL208W
STE6,YKL209C
UBA1,YKL210W
TRP3,YKL211C
SAC1,YKL212W
DOA1,YKL213C
YRA2,YKL214C
OXP1,YKL215C
URA1,YKL216W
JEN1,YKL217W
SRY1,YKL218C
COS9,YKL219W
FRE2,YKL220C
MCH2,YKL221W
YKL222C,YKL222C
YKL223W,YKL223W
PAU16,YKL224C
YKL225W,YKL225W
VPS1,YKR001C
PAP1,YKR002W
OSH6,YKR003W
ECM9,YKR004C
YKR005C,YKR005C
MRPL13,YKR006C
MEH1,YKR007W
RSC4,YKR008W
FOX2,YKR009C
TOF2,YKR010C
YKR011C,YKR011C
YKR012C,YKR012C
PRY2,YKR013W
YPT52,YKR014C
YKR015C,YKR015C
FCJ1,YKR016W
HEL1,YKR017C
YKR018C,YKR018C
IRS4,YKR019C
VPS51,YKR020W
ALY1,YKR021W
NTR2,YKR022C
YKR023W,YKR023W
DBP7,YKR024C
RPC37,YKR025W
GCN3,YKR026C
BCH2,YKR027W
SAP190,YKR028W
SET3,YKR029C
GMH1,YKR030W
SPO14,YKR031C
YKR032W,YKR032W
YKR033C,YKR033C
DAL80,YKR034W
YKR035C,YKR035C
DID2,YKR035W-A
CAF4,YKR036C
SPC34,YKR037C
KAE1,YKR038C
GAP1,YKR039W
YKR040C,YKR040C
YKR041W,YKR041W
UTH1,YKR042W
SHB17,YKR043C
UIP5,YKR044W
YKR045C,YKR045C
PET10,YKR046C
YKR047W,YKR047W
NAP1,YKR048C
FMP46,YKR049C
TRK2,YKR050W
YKR051W,YKR051W
MRS4,YKR052C
YSR3,YKR053C
DYN1,YKR054C
RHO4,YKR055W
TRM2,YKR056W
RPS21a,YKR057W
GLG1,YKR058W
TIF1,YKR059W
UTP30,YKR060W
KTR2,YKR061W
TFA2,YKR062W
LAS1,YKR063C
OAF3,YKR064W
PAM17,YKR065C
CCP1,YKR066C
GPT2,YKR067W
BET3,YKR068C
MET1,YKR069W
YKR070W,YKR070W
DRE2,YKR071C
SIS2,YKR072C
YKR073C,YKR073C
AIM29,YKR074W
YKR075C,YKR075C
YKR075W-A,YKR075W-A
ECM4,YKR076W
MSA2,YKR077W
YKR078W,YKR078W
TRZ1,YKR079C
MTD1,YKR080W
RPF2,YKR081C
NUP133,YKR082W
DAD2,YKR083C
HBS1,YKR084C
MRPL20,YKR085C
PRP16,YKR086W
OMA1,YKR087C
TVP38,YKR088C
TGL4,YKR089C
PXL1,YKR090W
SRL3,YKR091W
SRP40,YKR092C
PTR2,YKR093W
RPL40b,YKR094C
MLP1,YKR095W
PCC1,YKR095W-A
ESL2,YKR096W
PCK1,YKR097W
UBP11,YKR098C
BAS1,YKR099W
SKG1,YKR100C
SIR1,YKR101W
FLO10,YKR102W
NFT1,YKR103W
YKR104W,YKR104W
VBA5,YKR105C
GEX2,YKR106W
DNM1,YLL001W
RTT109,YLL002W
SFI1,YLL003W
ORC3,YLL004W
SPO75,YLL005C
MMM1,YLL006W
YLL006W-A,YLL006W-A
YLL007C,YLL007C
DRS1,YLL008W
COX17,YLL009C
PSR1,YLL010C
SOF1,YLL011W
YEH1,YLL012W
PUF3,YLL013C
EMC6,YLL014W
BPT1,YLL015W
SDC25,YLL016W
YLL017W,YLL017W
DPS1,YLL018C
COX19,YLL018C-A
KNS1,YLL019C
YLL019W-A,YLL019W-A
YLL020C,YLL020C
SPA2,YLL021W
HIF1,YLL022C
POM33,YLL023C
SSA2,YLL024C
PAU17,YLL025W
HSP104,YLL026W
ISA1,YLL027W
TPO1,YLL028W
FRA1,YLL029W
YLL030C,YLL030C
GPI13,YLL031C
YLL032C,YLL032C
IRC19,YLL033W
RIX7,YLL034C
GRC3,YLL035W
PRP19,YLL036C
YLL037W,YLL037W
ENT4,YLL038C
UBI4,YLL039C
VPS13,YLL040C
SDH2,YLL041C
ATG10,YLL042C
FPS1,YLL043W
YLL044W,YLL044W
RPL8b,YLL045C
RNP1,YLL046C
YLL047W,YLL047W
YBT1,YLL048C
LDB18,YLL049W
COF1,YLL050C
FRE6,YLL051C
AQY2,YLL052C
YLL053C,YLL053C
YLL054C,YLL054C
YCT1,YLL055W
YLL056C,YLL056C
JLP1,YLL057C
YLL058W,YLL058W
YLL059C,YLL059C
GTT2,YLL060C
MMP1,YLL061W
MHT1,YLL062C
AYT1,YLL063C
PAU18,YLL064C
YLL065W,YLL065W
YLL066C,YLL066C
YLL066W-A,YLL066W-A
YLL066W-B,YLL066W-B
YLL067C,YLL067C
YLL067W-A,YLL067W-A
YLR001C,YLR001C
NOC3,YLR002C
CMS1,YLR003C
THI73,YLR004C
SSL1,YLR005W
SSK1,YLR006C
NSE1,YLR007W
PAM18,YLR008C
RLP24,YLR009W
TEN1,YLR010C
LOT6,YLR011W
YLR012C,YLR012C
GAT3,YLR013W
PPR1,YLR014C
BRE2,YLR015W
PML1,YLR016C
MEU1,YLR017W
POM34,YLR018C
PSR2,YLR019W
YEH2,YLR020C
IRC25,YLR021W
SDO1,YLR022C
IZH3,YLR023C
UBR2,YLR024C
SNF7,YLR025W
SED5,YLR026C
AAT2,YLR027C
ADE16,YLR028C
RPL15a,YLR029C
YLR030W,YLR030W
YLR031W,YLR031W
RAD5,YLR032W
RSC58,YLR033W
SMF3,YLR034C
MLH2,YLR035C
YLR035C-A,YLR035C-A
YLR036C,YLR036C
PAU23,YLR037C
COX12,YLR038C
RIC1,YLR039C
YLR040C,YLR040C
YLR041W,YLR041W
YLR042C,YLR042C
TRX1,YLR043C
PDC1,YLR044C
STU2,YLR045C
YLR046C,YLR046C
FRE8,YLR047C
RPS0b,YLR048W
YLR049C,YLR049C
YLR050C,YLR050C
FCF2,YLR051C
IES3,YLR052W
YLR053C,YLR053C
OSW2,YLR054C
SPT8,YLR055C
ERG3,YLR056W
MNL2,YLR057W
SHM2,YLR058C
REX2,YLR059C
FRS1,YLR060W
RPL22a,YLR061W
BUD28,YLR062C
YLR063W,YLR063W
PER33,YLR064W
ENV10,YLR065C
SPC3,YLR066W
PET309,YLR067C
FYV7,YLR068W
MEF1,YLR069C
XYL2,YLR070C
RGR1,YLR071C
YLR072W,YLR072W
RFU1,YLR073C
BUD20,YLR074C
RPL10,YLR075W
YLR076C,YLR076C
FMP25,YLR077W
BOS1,YLR078C
SIC1,YLR079W
EMP46,YLR080W
GAL2,YLR081W
SRL2,YLR082C
EMP70,YLR083C
RAX2,YLR084C
ARP6,YLR085C
SMC4,YLR086W
CSF1,YLR087C
GAA1,YLR088W
ALT1,YLR089C
XDJ1,YLR090W
GEP5,YLR091W
SUL2,YLR092W
NYV1,YLR093C
GIS3,YLR094C
IOC2,YLR095C
KIN2,YLR096W
HRT3,YLR097C
CHA4,YLR098C
ICT1,YLR099C
MIM2,YLR099W-A
ERG27,YLR100W
YLR101C,YLR101C
APC9,YLR102C
CDC45,YLR103C
LCL2,YLR104W
SEN2,YLR105C
MDN1,YLR106C
REX3,YLR107W
YLR108C,YLR108C
AHP1,YLR109W
CCW12,YLR110C
YLR111W,YLR111W
YLR112W,YLR112W
HOG1,YLR113W
AVL9,YLR114C
CFT2,YLR115W
MSL5,YLR116W
CLF1,YLR117C
YLR118C,YLR118C
SRN2,YLR119W
YPS1,YLR120C
YLR120W-A,YLR120W-A
YPS3,YLR121C
YLR122C,YLR122C
YLR123C,YLR123C
YLR124W,YLR124W
YLR125W,YLR125W
YLR126C,YLR126C
APC2,YLR127C
DCN1,YLR128W
DIP2,YLR129W
ZRT2,YLR130C
ACE2,YLR131C
USB1,YLR132C
CKI1,YLR133W
PDC5,YLR134W
SLX4,YLR135W
TIS11,YLR136C
RKM5,YLR137W
NHA1,YLR138W
SLS1,YLR139C
YLR140W,YLR140W
RRN5,YLR141W
PUT1,YLR142W
DPH6,YLR143W
ACF2,YLR144C
RMP1,YLR145W
SPE4,YLR146C
YLR146W-A,YLR146W-A
SMD3,YLR147C
PEP3,YLR148W
YLR149C,YLR149C
YLR149C-A,YLR149C-A
STM1,YLR150W
PCD1,YLR151C
YLR152C,YLR152C
ACS2,YLR153C
RNH203,YLR154C
YLR154C-G,YLR154C-G
YLR154C-H,YLR154C-H
YLR154W-A,YLR154W-A
YLR154W-B,YLR154W-B
TAR1,YLR154W-C
YLR154W-E,YLR154W-E
YLR154W-F,YLR154W-F
ASP3-1,YLR155C
YLR156C-A,YLR156C-A
YLR156W,YLR156W
ASP3-2,YLR157C
YLR157C-A,YLR157C-A
YLR157C-B,YLR157C-B
YLR157C-C,YLR157C-C
YLR157W-D,YLR157W-D
YLR157W-E,YLR157W-E
ASP3-3,YLR158C
YLR159C-A,YLR159C-A
YLR159W,YLR159W
ASP3-4,YLR160C
YLR161W,YLR161W
YLR162W,YLR162W
RRT15,YLR162W-A
MAS1,YLR163C
YLR163W-A,YLR163W-A
SHH4,YLR164W
PUS5,YLR165C
SEC10,YLR166C
RPS31,YLR167W
UPS2,YLR168C
YLR169W,YLR169W
APS1,YLR170C
YLR171W,YLR171W
DPH5,YLR172C
YLR173W,YLR173W
IDP2,YLR174W
CBF5,YLR175W
RFX1,YLR176C
YLR177W,YLR177W
TFS1,YLR178C
YLR179C,YLR179C
SAM1,YLR180W
VTA1,YLR181C
SWI6,YLR182W
TOS4,YLR183C
YLR184W,YLR184W
RPL37a,YLR185W
EMG1,YLR186W
SKG3,YLR187W
MDL1,YLR188W
ATG26,YLR189C
MMR1,YLR190W
PEX13,YLR191W
HCR1,YLR192C
UPS1,YLR193C
YLR194C,YLR194C
NMT1,YLR195C
PWP1,YLR196W
NOP56,YLR197W
YLR198C,YLR198C
PBA1,YLR199C
YKE2,YLR200W
COQ9,YLR201C
YLR202C,YLR202C
MSS51,YLR203C
QRI5,YLR204W
HMX1,YLR205C
ENT2,YLR206W
HRD3,YLR207W
SEC13,YLR208W
PNP1,YLR209C
CLB4,YLR210W
YLR211C,YLR211C
TUB4,YLR212C
CRR1,YLR213C
FRE1,YLR214W
CDC123,YLR215C
CPR6,YLR216C
YLR217W,YLR217W
COA4,YLR218C
MSC3,YLR219W
CCC1,YLR220W
RSA3,YLR221C
UTP13,YLR222C
YLR222C-A,YLR222C-A
IFH1,YLR223C
YLR224W,YLR224W
YLR225C,YLR225C
BUR2,YLR226W
ADY4,YLR227C
YLR227W-A,YLR227W-A
YLR227W-B,YLR227W-B
ECM22,YLR228C
CDC42,YLR229C
YLR230W,YLR230W
BNA5,YLR231C
YLR232W,YLR232W
EST1,YLR233C
TOP3,YLR234W
YLR235C,YLR235C
YLR236C,YLR236C
THI7,YLR237W
FAR10,YLR238W
LIP2,YLR239C
VPS34,YLR240W
YLR241W,YLR241W
ARV1,YLR242C
GPN3,YLR243W
MAP1,YLR244C
CDD1,YLR245C
ERF2,YLR246W
IRC20,YLR247C
RCK2,YLR248W
YEF3,YLR249W
SSP120,YLR250W
SYM1,YLR251W
YLR252W,YLR252W
YLR253W,YLR253W
NDL1,YLR254C
YLR255C,YLR255C
HAP1,YLR256W
YLR256W-A,YLR256W-A
YLR257W,YLR257W
GSY2,YLR258W
HSP60,YLR259C
LCB5,YLR260W
VPS63,YLR261C
YPT6,YLR262C
TMA7,YLR262C-A
RED1,YLR263W
YLR264C-A,YLR264C-A
RPS28b,YLR264W
NEJ1,YLR265C
PDR8,YLR266C
BOP2,YLR267W
SEC22,YLR268W
YLR269C,YLR269C
DCS1,YLR270W
YLR271W,YLR271W
YCS4,YLR272C
PIG1,YLR273C
MCM5,YLR274W
SMD2,YLR275W
DBP9,YLR276C
YSH1,YLR277C
YLR278C,YLR278C
YLR279W,YLR279W
YLR280C,YLR280C
YLR281C,YLR281C
YLR282C,YLR282C
YLR283W,YLR283W
ECI1,YLR284C
YLR285C-A,YLR285C-A
NNT1,YLR285W
CTS1,YLR286C
YLR286W-A,YLR286W-A
YLR287C,YLR287C
RPS30a,YLR287C-A
MEC3,YLR288C
GUF1,YLR289W
YLR290C,YLR290C
GCD7,YLR291C
SEC72,YLR292C
GSP1,YLR293C
YLR294C,YLR294C
ATP14,YLR295C
YLR296W,YLR296W
YLR297W,YLR297W
YHC1,YLR298C
YLR299C-A,YLR299C-A
ECM38,YLR299W
EXG1,YLR300W
HRI1,YLR301W
YLR302C,YLR302C
MET17,YLR303W
ACO1,YLR304C
STT4,YLR305C
UBC12,YLR306W
YLR307C-A,YLR307C-A
CDA1,YLR307W
CDA2,YLR308W
IMH1,YLR309C
CDC25,YLR310C
YLR311C,YLR311C
YLR312C,YLR312C
MRPL15,YLR312W-A
SPH1,YLR313C
CDC3,YLR314C
NKP2,YLR315W
TAD3,YLR316C
YLR317W,YLR317W
EST2,YLR318W
BUD6,YLR319C
MMS22,YLR320W
SFH1,YLR321C
VPS65,YLR322W
CWC24,YLR323C
PEX30,YLR324W
RPL38,YLR325C
YLR326W,YLR326W
TMA10,YLR327C
NMA1,YLR328W
REC102,YLR329W
CHS5,YLR330W
YLR331C,YLR331C
MID2,YLR332W
RPS25b,YLR333C
YLR334C,YLR334C
NUP2,YLR335W
SGD1,YLR336C
VRP1,YLR337C
YLR338W,YLR338W
YLR339C,YLR339C
RPP0,YLR340W
SPO77,YLR341W
FKS1,YLR342W
YLR342W-A,YLR342W-A
GAS2,YLR343W
RPL26a,YLR344W
YLR345W,YLR345W
YLR346C,YLR346C
KAP95,YLR347C
YLR347W-A,YLR347W-A
DIC1,YLR348C
YLR349W,YLR349W
ORM2,YLR350W
NIT3,YLR351C
YLR352W,YLR352W
BUD8,YLR353W
TAL1,YLR354C
ILV5,YLR355C
ATG33,YLR356W
RSC2,YLR357W
YLR358C,YLR358C
ADE13,YLR359W
VPS38,YLR360W
DCR2,YLR361C
YLR361C-A,YLR361C-A
STE11,YLR362W
NMD4,YLR363C
YLR363W-A,YLR363W-A
YLR364C-A,YLR364C-A
GRX8,YLR364W
YLR365W,YLR365W
YLR366W,YLR366W
RPS22b,YLR367W
MDM30,YLR368W
SSQ1,YLR369W
ARC18,YLR370C
ROM2,YLR371W
SUR4,YLR372W
VID22,YLR373C
YLR374C,YLR374C
STP3,YLR375W
PSY3,YLR376C
FBP1,YLR377C
SEC61,YLR378C
YLR379W,YLR379W
CSR1,YLR380W
CTF3,YLR381W
NAM2,YLR382C
SMC6,YLR383W
IKI3,YLR384C
SWC7,YLR385C
VAC14,YLR386W
REH1,YLR387C
RPS29a,YLR388W
STE23,YLR389C
ECM19,YLR390W
CCW14,YLR390W-A
ART10,YLR392C
ATP10,YLR393W
CST9,YLR394W
COX8,YLR395C
VPS33,YLR396C
AFG2,YLR397C
SKI2,YLR398C
BDF1,YLR399C
YLR399W-A,YLR399W-A
YLR400W,YLR400W
DUS3,YLR401C
YLR402W,YLR402W
SFP1,YLR403W
FLD1,YLR404W
DUS4,YLR405W
RPL31b,YLR406C
YLR406C-A,YLR406C-A
YLR407W,YLR407W
BLS1,YLR408C
UTP21,YLR409C
VIP1,YLR410W
YLR410W-A,YLR410W-A
YLR410W-B,YLR410W-B
CTR3,YLR411W
YLR412C-A,YLR412C-A
BER1,YLR412W
YLR413W,YLR413W
PUN1,YLR414C
YLR415C,YLR415C
YLR416C,YLR416C
VPS36,YLR417W
CDC73,YLR418C
YLR419W,YLR419W
URA4,YLR420W
RPN13,YLR421C
YLR422W,YLR422W
ATG17,YLR423C
SPP382,YLR424W
TUS1,YLR425W
TDA5,YLR426W
MAG2,YLR427W
YLR428C,YLR428C
CRN1,YLR429W
SEN1,YLR430W
ATG23,YLR431C
IMD3,YLR432W
CNA1,YLR433C
YLR434C,YLR434C
TSR2,YLR435W
ECM30,YLR436C
DIF1,YLR437C
YLR437C-A,YLR437C-A
LSM3,YLR438C-A
CAR2,YLR438W
MRPL4,YLR439W
SEC39,YLR440C
RPS1a,YLR441C
SIR3,YLR442C
ECM7,YLR443W
YLR444C,YLR444C
GMC2,YLR445W
YLR446W,YLR446W
VMA6,YLR447C
RPL6b,YLR448W
FPR4,YLR449W
HMG2,YLR450W
LEU3,YLR451W
SST2,YLR452C
RIF2,YLR453C
FMP27,YLR454W
YLR455W,YLR455W
YLR456W,YLR456W
NBP1,YLR457C
YLR458W,YLR458W
GAB1,YLR459W
YLR460C,YLR460C
PAU4,YLR461W
YLR462W,YLR462W
YLR463C,YLR463C
YLR464W,YLR464W
YLR465C,YLR465C
YLR466C-A,YLR466C-A
YLR466C-B,YLR466C-B
YRF1-4,YLR466W
YLR467C-A,YLR467C-A
YRF1-5,YLR467W
YPT7,YML001W
YML002W,YML002W
YML003W,YML003W
GLO1,YML004C
TRM12,YML005W
GIS4,YML006C
YML007C-A,YML007C-A
YAP1,YML007W
ERG6,YML008C
MRPL39,YML009C
YML009C-A,YML009C-A
YML009W-B,YML009W-B
SPT5,YML010W
RAD33,YML011C
YML012C-A,YML012C-A
ERV25,YML012W
UBX2,YML013W
TRM9,YML014W
TAF11,YML015C
PPZ1,YML016C
PSP2,YML017W
YML018C,YML018C
OST6,YML019W
YML020W,YML020W
UNG1,YML021C
APT1,YML022W
NSE5,YML023C
RPS17a,YML024W
YML6,YML025C
RPS18b,YML026C
YOX1,YML027W
TSA1,YML028W
USA1,YML029W
RCF1,YML030W
YML031C-A,YML031C-A
NDC1,YML031W
RAD52,YML032C
YML034C-A,YML034C-A
SRC1,YML034W
AMD1,YML035C
CGI121,YML036W
YML037C,YML037C
YMD8,YML038C
YML039W,YML039W
YML040W,YML040W
VPS71,YML041C
CAT2,YML042W
RRN11,YML043C
YML045W,YML045W
YML045W-A,YML045W-A
PRP39,YML046W
PRM6,YML047C
YML047W-A,YML047W-A
GSF2,YML048W
RSE1,YML049C
AIM32,YML050W
GAL80,YML051W
SUR7,YML052W
YML053C,YML053C
CYB2,YML054C
YML054C-A,YML054C-A
SPC2,YML055W
IMD4,YML056C
YML057C-A,YML057C-A
CMP2,YML057W
SML1,YML058W
HUG1,YML058W-A
NTE1,YML059C
OGG1,YML060W
PIF1,YML061C
MFT1,YML062C
RPS1b,YML063W
TEM1,YML064C
ORC1,YML065W
SMA2,YML066C
ERV41,YML067C
ITT1,YML068W
POB3,YML069W
DAK1,YML070W
COG8,YML071C
TCB3,YML072C
RPL6a,YML073C
FPR3,YML074C
HMG1,YML075C
WAR1,YML076C
BET5,YML077W
CPR3,YML078W
YML079W,YML079W
DUS1,YML080W
ATP18,YML081C-A
TDA9,YML081W
YML082W,YML082W
YML083C,YML083C
YML084W,YML084W
TUB1,YML085C
ALO1,YML086C
AIM33,YML087C
UFO1,YML088W
YML089C,YML089C
YML090W,YML090W
RPM2,YML091C
PRE8,YML092C
UTP14,YML093W
YML094C-A,YML094C-A
GIM5,YML094W
RAD10,YML095C
YML096W,YML096W
VPS9,YML097C
TAF13,YML098W
ARG81,YML099C
YML099W-A,YML099W-A
TSL1,YML100W
YML100W-A,YML100W-A
CUE4,YML101C
YML101C-A,YML101C-A
CAC2,YML102W
NUP188,YML103C
MDM1,YML104C
SEC65,YML105C
URA5,YML106W
PML39,YML107C
YML108W,YML108W
ZDS2,YML109W
COQ5,YML110C
BUL2,YML111W
CTK3,YML112W
DAT1,YML113W
TAF8,YML114C
VAN1,YML115C
ATR1,YML116W
YML116W-A,YML116W-A
NAB6,YML117W
NGL3,YML118W
YML119W,YML119W
NDI1,YML120C
GTR1,YML121W
YML122C,YML122C
PHO84,YML123C
TUB3,YML124C
PGA3,YML125C
ERG13,YML126C
RSC9,YML127W
MSC1,YML128C
COX14,YML129C
ERO1,YML130C
YML131W,YML131W
COS3,YML132W
YML133C,YML133C
YML133W-A,YML133W-A
YML133W-B,YML133W-B
CDC5,YMR001C
YMR001C-A,YMR001C-A
MIC17,YMR002W
AIM34,YMR003W
MVP1,YMR004W
TAF4,YMR005W
PLB2,YMR006C
YMR007W,YMR007W
PLB1,YMR008C
ADI1,YMR009W
YMR010W,YMR010W
HXT2,YMR011W
CLU1,YMR012W
SEC59,YMR013C
YMR013C-A,YMR013C-A
YMR013W-A,YMR013W-A
BUD22,YMR014W
ERG5,YMR015C
SOK2,YMR016C
SPO20,YMR017W
YMR018W,YMR018W
STB4,YMR019W
FMS1,YMR020W
MAC1,YMR021C
UBC7,YMR022W
MSS1,YMR023C
MRPL3,YMR024W
CSI1,YMR025W
PEX12,YMR026C
YMR027W,YMR027W
TAP42,YMR028W
FAR8,YMR029C
RSF1,YMR030W
YMR030W-A,YMR030W-A
EIS1,YMR031C
YMR031W-A,YMR031W-A
HOF1,YMR032W
ARP9,YMR033W
YMR034C,YMR034C
IMP2,YMR035W
MIH1,YMR036C
MSN2,YMR037C
CCS1,YMR038C
SUB1,YMR039C
YET2,YMR040W
ARA2,YMR041C
ARG80,YMR042W
MCM1,YMR043W
IOC4,YMR044W
YMR045C,YMR045C
YMR046C,YMR046C
YMR046W-A,YMR046W-A
NUP116,YMR047C
CSM3,YMR048W
ERB1,YMR049C
YMR050C,YMR050C
YMR051C,YMR051C
YMR052C-A,YMR052C-A
FAR3,YMR052W
STB2,YMR053C
STV1,YMR054W
BUB2,YMR055C
AAC1,YMR056C
YMR057C,YMR057C
FET3,YMR058W
SEN15,YMR059W
SAM37,YMR060C
RNA14,YMR061W
ARG7,YMR062C
RIM9,YMR063W
AEP1,YMR064W
KAR5,YMR065W
SOV1,YMR066W
UBX4,YMR067C
AVO2,YMR068W
NAT4,YMR069W
MOT3,YMR070W
TVP18,YMR071C
ABF2,YMR072W
IRC21,YMR073C
YMR074C,YMR074C
YMR075C-A,YMR075C-A
RCO1,YMR075W
PDS5,YMR076C
VPS20,YMR077C
CTF18,YMR078C
SEC14,YMR079W
NAM7,YMR080C
ISF1,YMR081C
YMR082C,YMR082C
ADH3,YMR083W
YMR084W,YMR084W
YMR085W,YMR085W
YMR086C-A,YMR086C-A
SEG1,YMR086W
YMR087W,YMR087W
VBA1,YMR088C
YTA12,YMR089C
YMR090W,YMR090W
NPL6,YMR091C
AIP1,YMR092C
UTP15,YMR093W
CTF13,YMR094W
SNO1,YMR095C
SNZ1,YMR096W
MTG1,YMR097C
ATP25,YMR098C
YMR099C,YMR099C
MUB1,YMR100W
SRT1,YMR101C
YMR102C,YMR102C
YMR103C,YMR103C
YPK2,YMR104C
